key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect	show_in_3d_space	owner_only
derpy_gg_lead_slavers_hef		The Ellyrian Reavers - Foremost	faction	1		true	false	true
derpy_gg_svc_writ_monopoly_hef		The Phoenix Charter	faction	1		true	false	true
derpy_gg_svc_long_ledger_hef		The Sea Lanes	faction	1		true	false	true
derpy_gg_svc_oathbound_draft_hef		Call the Citizen Levy	faction	1		true	false	true
derpy_gg_svc_astragoths_levy_hef		Summons of the Throne	faction	1		true	false	true
derpy_gg_svc_forge_rite_hef		Lessons of Hoeth	faction	1		true	false	true
derpy_gg_svc_bound_ordnance_hef		The Loremasters' Gift	faction	1		true	false	true
derpy_gg_svc_knife_in_dark_hef		An Arrow from Shadow	faction	1		true	false	true
derpy_gg_svc_khans_price_hef		Whispers at Court	faction	1		true	false	true
derpy_gg_svc_lash_the_gangs_hef		Citizen Labour	faction	1		true	false	true
derpy_gg_svc_works_of_zharr_hef		Works of Ulthuan	faction	1		true	false	true
derpy_gg_svc_coffle_drive_hef		Reaver Raids	faction	1		true	false	true
derpy_gg_svc_great_coffle_hef		Ulthuan's Vengeance	faction	1		true	false	true
derpy_gg_rank_brass_2_gen		The Merchant Houses - Known	faction	1		true	false	true
derpy_gg_rank_brass_3_gen		The Merchant Houses - Trusted	faction	1		true	false	true
derpy_gg_rank_brass_4_gen		The Merchant Houses - Honoured	faction	1		true	false	true
derpy_gg_rank_brass_5_gen		The Merchant Houses - Exalted	faction	1		true	false	true
derpy_gg_lead_brass_gen		The Merchant Houses - Foremost	faction	1		true	false	true
derpy_gg_rank_immortals_2_gen		The Veterans' Company - Known	faction	1		true	false	true
derpy_gg_rank_immortals_3_gen		The Veterans' Company - Trusted	faction	1		true	false	true
derpy_gg_rank_immortals_4_gen		The Veterans' Company - Honoured	faction	1		true	false	true
derpy_gg_rank_immortals_5_gen		The Veterans' Company - Exalted	faction	1		true	false	true
derpy_gg_lead_immortals_gen		The Veterans' Company - Foremost	faction	1		true	false	true
derpy_gg_rank_daemonsmiths_2_gen		The Artisans' Guild - Known	faction	1		true	false	true
derpy_gg_rank_daemonsmiths_3_gen		The Artisans' Guild - Trusted	faction	1		true	false	true
derpy_gg_rank_daemonsmiths_4_gen		The Artisans' Guild - Honoured	faction	1		true	false	true
derpy_gg_rank_daemonsmiths_5_gen		The Artisans' Guild - Exalted	faction	1		true	false	true
derpy_gg_lead_daemonsmiths_gen		The Artisans' Guild - Foremost	faction	1		true	false	true
derpy_gg_rank_khanate_2_gen		The Shadow Guild - Known	faction	1		true	false	true
derpy_gg_rank_khanate_3_gen		The Shadow Guild - Trusted	faction	1		true	false	true
derpy_gg_rank_khanate_4_gen		The Shadow Guild - Honoured	faction	1		true	false	true
derpy_gg_rank_khanate_5_gen		The Shadow Guild - Exalted	faction	1		true	false	true
derpy_gg_lead_khanate_gen		The Shadow Guild - Foremost	faction	1		true	false	true
derpy_gg_rank_overseers_2_gen		The Builders' Guild - Known	faction	1		true	false	true
derpy_gg_rank_overseers_3_gen		The Builders' Guild - Trusted	faction	1		true	false	true
derpy_gg_rank_overseers_4_gen		The Builders' Guild - Honoured	faction	1		true	false	true
derpy_gg_rank_overseers_5_gen		The Builders' Guild - Exalted	faction	1		true	false	true
derpy_gg_lead_overseers_gen		The Builders' Guild - Foremost	faction	1		true	false	true
derpy_gg_rank_slavers_2_gen		The Raiders' Guild - Known	faction	1		true	false	true
derpy_gg_rank_slavers_3_gen		The Raiders' Guild - Trusted	faction	1		true	false	true
derpy_gg_rank_slavers_4_gen		The Raiders' Guild - Honoured	faction	1		true	false	true
derpy_gg_rank_slavers_5_gen		The Raiders' Guild - Exalted	faction	1		true	false	true
derpy_gg_lead_slavers_gen		The Raiders' Guild - Foremost	faction	1		true	false	true
derpy_gg_svc_writ_monopoly_gen		Trade Charter	faction	1		true	false	true
derpy_gg_svc_long_ledger_gen		The Long Ledger	faction	1		true	false	true
derpy_gg_svc_oathbound_draft_gen		Call to Arms	faction	1		true	false	true
derpy_gg_svc_astragoths_levy_gen		Raise the Levy	faction	1		true	false	true
derpy_gg_svc_forge_rite_gen		The Proving Forge	faction	1		true	false	true
derpy_gg_svc_bound_ordnance_gen		Siege Engines	faction	1		true	false	true
derpy_gg_svc_knife_in_dark_gen		Knife in the Dark	faction	1		true	false	true
derpy_gg_svc_khans_price_gen		The Shadow Tax	faction	1		true	false	true
derpy_gg_svc_lash_the_gangs_gen		Work Through the Night	faction	1		true	false	true
derpy_gg_svc_works_of_zharr_gen		The Great Works	faction	1		true	false	true
derpy_gg_svc_coffle_drive_gen		Raiding Rights	faction	1		true	false	true
derpy_gg_svc_great_coffle_gen		The Great Raid	faction	1		true	false	true
