building	effect	effect_scope	value	value_damaged	value_ruined	context_requirement
wh2_main_special_fortress_gate_unicorn_hef_1	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_fortress_gate_unicorn_hef_2	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_fortress_gate_unicorn_hef_3	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_fortress_gate_unicorn_hef_4	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_fortress_gate_unicorn_hef_5	derpy_gg_built_immortals_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_galbaraz_oathgold_dwf_1	derpy_gg_built_brass_dwf	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_galbaraz_oathgold_hef_1	derpy_gg_built_brass_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_ghrond_convent_of_sorcery_1	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_ghrond_convent_of_sorcery_1_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_ghrond_convent_of_sorcery_1_hef	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_ghrond_convent_of_sorcery_2	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_ghrond_convent_of_sorcery_2_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_ghrond_convent_of_sorcery_2_hef	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_hag_graef_mines_def_1	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_hag_graef_mines_def_2	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_hag_graef_mines_def_3	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_hag_graef_mines_def_4	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_har_ganeth_hellebron_palace	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_har_ganeth_hellebron_palace_hef	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_har_ganeth_temple_of_khaine_1	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_har_ganeth_temple_of_khaine_1_hef	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_karond_kar_slavers	derpy_gg_built_slavers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_lothern_port_1	derpy_gg_built_brass_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_lothern_port_2	derpy_gg_built_brass_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_lothern_port_3	derpy_gg_built_brass_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_magma_caverns	derpy_gg_built_overseers_dwf	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_naggarond_blackguard	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_naggarond_witch_king_def	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_naggarond_witch_king_hef	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_phoenix_king_court	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_phoenix_king_court_dwf	derpy_gg_built_overseers_dwf	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_roflcopter	derpy_gg_built_overseers_dwf	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_salzenmund_laurelorn_def_1	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_salzenmund_laurelorn_hef_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_colony_major_hef_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_colony_major_hef_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_colony_major_hef_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_colony_major_hef_4	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_colony_major_hef_5	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_colony_minor_hef_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_colony_minor_hef_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_colony_minor_hef_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_gaean_vale_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_gaean_vale_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_gaean_vale_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_gaean_vale_4	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_gaean_vale_5	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_4	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_5	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_def_1	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_def_2	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_def_3	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_def_4	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_lothern_def_5	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_1	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_2	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_3	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_4	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_5	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_hef_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_hef_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_hef_3	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_hef_4	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_naggarond_hef_5	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_brt_1	derpy_gg_built_overseers_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_brt_2	derpy_gg_built_overseers_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_brt_3	derpy_gg_built_overseers_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_brt_4	derpy_gg_built_overseers_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_brt_5	derpy_gg_built_overseers_brt	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_def_1	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_def_2	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_def_3	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_def_4	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_def_5	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_emp_1	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_emp_2	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_emp_3	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_emp_4	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_settlement_sartosa_emp_5	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_shrine_of_asuryan_1_def	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_shrine_of_asuryan_1_hef	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_shrine_of_khaine_def_1	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_shrine_of_khaine_def_base	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_shrine_of_khaine_hef_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_shrine_of_khaine_hef_base	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_silver_hall	derpy_gg_built_overseers_dwf	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_solland_market_1	derpy_gg_built_brass_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tiranoc_palace	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tiranoc_palace_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tiranoc_palace_def	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tor_achare_lions_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tower_of_hoeth_1	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tower_of_hoeth_1_def	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tower_of_hoeth_1_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tower_of_hoeth_2	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tower_of_hoeth_2_def	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_tower_of_hoeth_2_emp	derpy_gg_built_overseers_emp	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_underway_hub_dwf_1	derpy_gg_built_overseers_dwf	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_underworld_sea_gate_1	derpy_gg_built_immortals_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_yvresse_amphitheatre	derpy_gg_built_overseers_hef	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_yvresse_amphitheatre_def	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh2_main_special_ziggurat_of_dawn_beacon_chs	derpy_gg_built_overseers_def	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_alchemist_tigers_1	derpy_gg_built_daemonsmiths_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_alchemist_tigers_2	derpy_gg_built_daemonsmiths_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_alchemist_tigers_3	derpy_gg_built_daemonsmiths_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_armoury_tigers_0	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_armoury_tigers_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_armoury_tigers_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_bhashiva_settlement_major_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_bhashiva_settlement_major_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_bhashiva_settlement_major_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_bhashiva_settlement_major_4	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_bhashiva_settlement_major_5	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_bhashiva_settlement_minor_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_bhashiva_settlement_minor_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_bhashiva_settlement_minor_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_defence_yang_tigers_1	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_defence_yang_tigers_2	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_defence_yang_tigers_3	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_defence_yin_tigers_1	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_defence_yin_tigers_2	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_defence_yin_tigers_3	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_den_tigers_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_den_tigers_1_bhashiva	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_den_tigers_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_den_tigers_2_bhashiva	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_den_tigers_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_den_tigers_3_bhashiva	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_foreign_slot_discovery_tigers_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_foreign_slot_discovery_tigers_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_foreign_slot_discovery_tigers_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_gunpowder_tigers_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_gunpowder_tigers_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_gunpowder_tigers_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_living_forge_tigers_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_living_forge_tigers_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_living_forge_tigers_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_peasants_tigers_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_peasants_tigers_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_special_grand_naval_lift	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_special_house_of_secrets	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_special_terracotta_road	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_special_tiger_village_monument	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_kamau_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_kamau_yang_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_kamau_yang_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_kamau_yin_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_kamau_yin_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_thousand_gods_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_thousand_gods_yang_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_thousand_gods_yang_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_thousand_gods_yin_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_thousand_gods_yin_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_white_tiger_1	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_white_tiger_yang_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_white_tiger_yang_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_white_tiger_yin_2	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_tiger_court_white_tiger_yin_3	derpy_gg_built_overseers_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_walls_minor_tigers_1	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_cp1_cth_walls_minor_tigers_2	derpy_gg_built_immortals_cth	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_allied_outpost_1	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_allied_outpost_2	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_allied_outpost_3	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_assembly_line_1	derpy_gg_built_daemonsmiths	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_assembly_line_2	derpy_gg_built_daemonsmiths	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_assembly_line_3	derpy_gg_built_daemonsmiths	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_drills_1	derpy_gg_built_daemonsmiths	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_drills_2	derpy_gg_built_daemonsmiths	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_garrison_1	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_garrison_2	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_garrison_3	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_port_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_port_2	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_port_3	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_refinery_1	derpy_gg_built_daemonsmiths	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_refinery_2	derpy_gg_built_daemonsmiths	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_factory_refinery_3	derpy_gg_built_daemonsmiths	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_beasts_1	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_beasts_2	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_beasts_3	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_beasts_4	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_chaos_dwarf_infantry_1	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_chaos_dwarf_infantry_2	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_chaos_dwarf_infantry_3	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_hobgoblins_1	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_hobgoblins_2	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_kdaai_1	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_kdaai_2	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_kdaai_3	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_war_machines_1	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_war_machines_2	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_military_war_machines_3	derpy_gg_built_immortals	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_mine_1	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_mine_2	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_mine_3	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_overseer_hut_1	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_overseer_hut_2	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_overseer_hut_3	derpy_gg_built_overseers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_port_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_port_2	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_port_3	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_scavangers_hovel_1	derpy_gg_built_slavers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_scavangers_hovel_2	derpy_gg_built_slavers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_scavangers_hovel_3	derpy_gg_built_slavers	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_watch_towers_1	derpy_gg_built_khanate	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_outpost_watch_towers_2	derpy_gg_built_khanate	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_animals_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_animals_2	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_animals_3	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_dyes_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_dyes_2	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_dyes_3	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_furs_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_furs_2	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_furs_3	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_gems_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_gold_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_gold_2	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_gold_3	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_iron_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_ivory_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_ivory_2	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_ivory_3	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_marble_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
wh3_dlc23_chd_resource_medicine_1	derpy_gg_built_brass	building_to_building_own	1.0000	1.0000	0.0000	
