key	text	tooltip
effect_bundles_localised_title_derpy_gg_rank_brass_2_dwf	The Merchant Clans - Beardling	false
effect_bundles_localised_description_derpy_gg_rank_brass_2_dwf	Rank 2 of 5 with The Merchant Clans, reached at 100 reputation. +3% income from all buildings, for every region you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_brass_3_dwf	The Merchant Clans - Oathsworn	false
effect_bundles_localised_description_derpy_gg_rank_brass_3_dwf	Rank 3 of 5 with The Merchant Clans, reached at 300 reputation. +6% income from all buildings, for every region you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_brass_4_dwf	The Merchant Clans - Longbeard	false
effect_bundles_localised_description_derpy_gg_rank_brass_4_dwf	Rank 4 of 5 with The Merchant Clans, reached at 700 reputation. +10% income from all buildings, for every region you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_brass_5_dwf	The Merchant Clans - Elder	false
effect_bundles_localised_description_derpy_gg_rank_brass_5_dwf	Rank 5 of 5 with The Merchant Clans, reached at 1500 reputation. +15% income from all buildings, for every region you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_lead_brass_dwf	The Merchant Clans - Foremost	false
effect_bundles_localised_description_derpy_gg_lead_brass_dwf	You hold more reputation with The Merchant Clans than any other faction in the world. +10% income from all buildings, for every region you own, on top of whatever your rank already pays - and their greatest service is open to you alone. This lasts only while you lead them.	false
derpy_gg_guild_name_immortals_dwf	The Hammerers	false
derpy_gg_guild_desc_immortals_dwf	The king's own guard, sworn to the throne of their hold. Their oath can be lent, never broken.||You earn reputation from battles you win - double when you win outnumbered - and from their own buildings.||Each rank gives, for every army: +3% replenishment rate at 100 reputation / +6% replenishment rate at 300 reputation / +10% replenishment rate at 700 reputation / +15% replenishment rate at 1500 reputation. And, for your faction: +1 recruitment capacity at 300 reputation / +2 recruitment capacity at 700 reputation / +3 recruitment capacity at 1500 reputation.	false
effect_bundles_localised_title_derpy_gg_rank_immortals_2_dwf	The Hammerers - Beardling	false
effect_bundles_localised_description_derpy_gg_rank_immortals_2_dwf	Rank 2 of 5 with The Hammerers, reached at 100 reputation. +3% replenishment rate, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_immortals_3_dwf	The Hammerers - Oathsworn	false
effect_bundles_localised_description_derpy_gg_rank_immortals_3_dwf	Rank 3 of 5 with The Hammerers, reached at 300 reputation. +6% replenishment rate, for every army. +1 recruitment capacity, for your faction. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_immortals_4_dwf	The Hammerers - Longbeard	false
effect_bundles_localised_description_derpy_gg_rank_immortals_4_dwf	Rank 4 of 5 with The Hammerers, reached at 700 reputation. +10% replenishment rate, for every army. +2 recruitment capacity, for your faction. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_immortals_5_dwf	The Hammerers - Elder	false
effect_bundles_localised_description_derpy_gg_rank_immortals_5_dwf	Rank 5 of 5 with The Hammerers, reached at 1500 reputation. +15% replenishment rate, for every army. +3 recruitment capacity, for your faction. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_lead_immortals_dwf	The Hammerers - Foremost	false
effect_bundles_localised_description_derpy_gg_lead_immortals_dwf	You hold more reputation with The Hammerers than any other faction in the world. +10% replenishment rate, for every army, on top of whatever your rank already pays - and their greatest service is open to you alone. This lasts only while you lead them.	false
derpy_gg_guild_name_daemonsmiths_dwf	The Engineers' Guild	false
derpy_gg_guild_desc_daemonsmiths_dwf	Keepers of secrets guarded since the first hold was dug. They share them slowly, and never twice.||You earn reputation from technologies you complete, and from their own buildings.||Each rank gives, for your faction: +3% research rate at 100 reputation / +6% research rate at 300 reputation / +10% research rate at 700 reputation / +15% research rate at 1500 reputation.	false
effect_bundles_localised_title_derpy_gg_rank_daemonsmiths_2_dwf	The Engineers' Guild - Beardling	false
effect_bundles_localised_description_derpy_gg_rank_daemonsmiths_2_dwf	Rank 2 of 5 with The Engineers' Guild, reached at 100 reputation. +3% research rate, for your faction. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_daemonsmiths_3_dwf	The Engineers' Guild - Oathsworn	false
effect_bundles_localised_description_derpy_gg_rank_daemonsmiths_3_dwf	Rank 3 of 5 with The Engineers' Guild, reached at 300 reputation. +6% research rate, for your faction. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_daemonsmiths_4_dwf	The Engineers' Guild - Longbeard	false
effect_bundles_localised_description_derpy_gg_rank_daemonsmiths_4_dwf	Rank 4 of 5 with The Engineers' Guild, reached at 700 reputation. +10% research rate, for your faction. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_daemonsmiths_5_dwf	The Engineers' Guild - Elder	false
effect_bundles_localised_description_derpy_gg_rank_daemonsmiths_5_dwf	Rank 5 of 5 with The Engineers' Guild, reached at 1500 reputation. +15% research rate, for your faction. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_lead_daemonsmiths_dwf	The Engineers' Guild - Foremost	false
effect_bundles_localised_description_derpy_gg_lead_daemonsmiths_dwf	You hold more reputation with The Engineers' Guild than any other faction in the world. +10% research rate, for your faction, on top of whatever your rank already pays - and their greatest service is open to you alone. This lasts only while you lead them.	false
derpy_gg_guild_name_khanate_dwf	The Rangers	false
derpy_gg_guild_desc_khanate_dwf	Dwarfs who left the holds to watch the passes. They see everything that moves above ground, and sell it dearly.||You earn reputation when your heroes succeed at an action, and from their own buildings.||Each rank gives, for every province you own: -3% hero recruitment cost at 100 reputation / -6% hero recruitment cost at 300 reputation / -10% hero recruitment cost at 700 reputation / -15% hero recruitment cost at 1500 reputation.	false
effect_bundles_localised_title_derpy_gg_rank_khanate_2_dwf	The Rangers - Beardling	false
effect_bundles_localised_description_derpy_gg_rank_khanate_2_dwf	Rank 2 of 5 with The Rangers, reached at 100 reputation. -3% hero recruitment cost, for every province you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_khanate_3_dwf	The Rangers - Oathsworn	false
effect_bundles_localised_description_derpy_gg_rank_khanate_3_dwf	Rank 3 of 5 with The Rangers, reached at 300 reputation. -6% hero recruitment cost, for every province you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_khanate_4_dwf	The Rangers - Longbeard	false
effect_bundles_localised_description_derpy_gg_rank_khanate_4_dwf	Rank 4 of 5 with The Rangers, reached at 700 reputation. -10% hero recruitment cost, for every province you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_khanate_5_dwf	The Rangers - Elder	false
effect_bundles_localised_description_derpy_gg_rank_khanate_5_dwf	Rank 5 of 5 with The Rangers, reached at 1500 reputation. -15% hero recruitment cost, for every province you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_lead_khanate_dwf	The Rangers - Foremost	false
effect_bundles_localised_description_derpy_gg_lead_khanate_dwf	You hold more reputation with The Rangers than any other faction in the world. -10% hero recruitment cost, for every province you own, on top of whatever your rank already pays - and their greatest service is open to you alone. This lasts only while you lead them.	false
derpy_gg_guild_name_overseers_dwf	The Miners' Guild	false
derpy_gg_guild_desc_overseers_dwf	The delvers and stone-cutters who carved every hold. Nothing is built in the mountains without them.||You earn reputation when a settlement grows a level, and from any building no other guild claims.||Each rank gives, for every region you own: -3% building construction cost at 100 reputation / -6% building construction cost at 300 reputation / -10% building construction cost at 700 reputation / -15% building construction cost at 1500 reputation.	false
effect_bundles_localised_title_derpy_gg_rank_overseers_2_dwf	The Miners' Guild - Beardling	false
effect_bundles_localised_description_derpy_gg_rank_overseers_2_dwf	Rank 2 of 5 with The Miners' Guild, reached at 100 reputation. -3% building construction cost, for every region you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_overseers_3_dwf	The Miners' Guild - Oathsworn	false
effect_bundles_localised_description_derpy_gg_rank_overseers_3_dwf	Rank 3 of 5 with The Miners' Guild, reached at 300 reputation. -6% building construction cost, for every region you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_overseers_4_dwf	The Miners' Guild - Longbeard	false
effect_bundles_localised_description_derpy_gg_rank_overseers_4_dwf	Rank 4 of 5 with The Miners' Guild, reached at 700 reputation. -10% building construction cost, for every region you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_overseers_5_dwf	The Miners' Guild - Elder	false
effect_bundles_localised_description_derpy_gg_rank_overseers_5_dwf	Rank 5 of 5 with The Miners' Guild, reached at 1500 reputation. -15% building construction cost, for every region you own. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_lead_overseers_dwf	The Miners' Guild - Foremost	false
effect_bundles_localised_description_derpy_gg_lead_overseers_dwf	You hold more reputation with The Miners' Guild than any other faction in the world. -10% building construction cost, for every region you own, on top of whatever your rank already pays - and their greatest service is open to you alone. This lasts only while you lead them.	false
derpy_gg_guild_name_slavers_dwf	The Grudge-Settlers	false
derpy_gg_guild_desc_slavers_dwf	The clans who take the Book of Grudges at its word. Every line struck out is paid for in plunder.||You earn reputation from settlements you sack - more from those you raze - and from their own buildings.||Each rank gives, for every army: +3% income from sacking and razing at 100 reputation / +6% income from sacking and razing at 300 reputation / +10% income from sacking and razing at 700 reputation / +15% income from sacking and razing at 1500 reputation.	false
effect_bundles_localised_title_derpy_gg_rank_slavers_2_dwf	The Grudge-Settlers - Beardling	false
effect_bundles_localised_description_derpy_gg_rank_slavers_2_dwf	Rank 2 of 5 with The Grudge-Settlers, reached at 100 reputation. +3% income from sacking and razing, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_slavers_3_dwf	The Grudge-Settlers - Oathsworn	false
effect_bundles_localised_description_derpy_gg_rank_slavers_3_dwf	Rank 3 of 5 with The Grudge-Settlers, reached at 300 reputation. +6% income from sacking and razing, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_slavers_4_dwf	The Grudge-Settlers - Longbeard	false
effect_bundles_localised_description_derpy_gg_rank_slavers_4_dwf	Rank 4 of 5 with The Grudge-Settlers, reached at 700 reputation. +10% income from sacking and razing, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_rank_slavers_5_dwf	The Grudge-Settlers - Elder	false
effect_bundles_localised_description_derpy_gg_rank_slavers_5_dwf	Rank 5 of 5 with The Grudge-Settlers, reached at 1500 reputation. +15% income from sacking and razing, for every army. This lasts as long as the rank does.	false
effect_bundles_localised_title_derpy_gg_lead_slavers_dwf	The Grudge-Settlers - Foremost	false
effect_bundles_localised_description_derpy_gg_lead_slavers_dwf	You hold more reputation with The Grudge-Settlers than any other faction in the world. +10% income from sacking and razing, for every army, on top of whatever your rank already pays - and their greatest service is open to you alone. This lasts only while you lead them.	false
derpy_gg_service_name_caravan_levy_dwf	Road-Toll	false
derpy_gg_service_desc_caravan_levy_dwf	The Merchant Clans collect on every road between the holds. Adds 2,500 gold to your treasury at once.||Costs 50 favour. Cooldown 8 turns. Needs rank 2, Beardling.	false
derpy_gg_service_name_writ_monopoly_dwf	Hold Charter	false
derpy_gg_service_desc_writ_monopoly_dwf	+32% income from all buildings, for every region you own, for 10 turns.||Costs 150 favour. Cooldown 12 turns. Needs rank 3, Oathsworn.	false
effect_bundles_localised_title_derpy_gg_svc_writ_monopoly_dwf	Hold Charter	false
effect_bundles_localised_description_derpy_gg_svc_writ_monopoly_dwf	Bought from The Merchant Clans with favour. +32% income from all buildings, for every region you own. Runs for 10 turns.	false
derpy_gg_service_name_long_ledger_dwf	The Clan Ledger	false
derpy_gg_service_desc_long_ledger_dwf	+45% income from all buildings, for every region you own, for 15 turns.||Costs 400 favour. Cooldown 20 turns. Needs rank 4, Longbeard. Only the faction that leads The Merchant Clans may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_long_ledger_dwf	The Clan Ledger	false
effect_bundles_localised_description_derpy_gg_svc_long_ledger_dwf	Bought from The Merchant Clans with favour. +45% income from all buildings, for every region you own. Runs for 15 turns.	false
derpy_gg_service_name_oathbound_draft_dwf	Call to the Hold	false
derpy_gg_service_desc_oathbound_draft_dwf	+20% replenishment rate, for every army, for 5 turns.||Costs 50 favour. Cooldown 6 turns. Needs rank 2, Beardling.	false
effect_bundles_localised_title_derpy_gg_svc_oathbound_draft_dwf	Call to the Hold	false
effect_bundles_localised_description_derpy_gg_svc_oathbound_draft_dwf	Bought from The Hammerers with favour. +20% replenishment rate, for every army. Runs for 5 turns.	false
derpy_gg_service_name_hire_immortals_dwf	Hire the Hammerers	false
derpy_gg_service_desc_hire_immortals_dwf	A company already sworn and already armed. Adds one unit of Hammerers to an army of your choosing.||Costs 150 favour. Cooldown 10 turns. Needs rank 3, Oathsworn.	false
derpy_gg_service_name_astragoths_levy_dwf	The High King's Levy	false
derpy_gg_service_desc_astragoths_levy_dwf	+45% replenishment rate, for every army, for 10 turns.||Costs 400 favour. Cooldown 15 turns. Needs rank 4, Longbeard. Only the faction that leads The Hammerers may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_astragoths_levy_dwf	The High King's Levy	false
effect_bundles_localised_description_derpy_gg_svc_astragoths_levy_dwf	Bought from The Hammerers with favour. +45% replenishment rate, for every army. Runs for 10 turns.	false
derpy_gg_service_name_forge_rite_dwf	Guild Workshop	false
derpy_gg_service_desc_forge_rite_dwf	+20% research rate, for your faction, for 8 turns.||Costs 50 favour. Cooldown 8 turns. Needs rank 2, Beardling.	false
effect_bundles_localised_title_derpy_gg_svc_forge_rite_dwf	Guild Workshop	false
effect_bundles_localised_description_derpy_gg_svc_forge_rite_dwf	Bought from The Engineers' Guild with favour. +20% research rate, for your faction. Runs for 8 turns.	false
derpy_gg_service_name_bound_blueprint_dwf	Guild Secrets	false
derpy_gg_service_desc_bound_blueprint_dwf	The Engineers' Guild parts with a secret, once. Completes the technology you are currently researching, at once.||Costs 150 favour. Cooldown 14 turns. Needs rank 3, Oathsworn.	false
derpy_gg_service_name_bound_ordnance_dwf	Guild Artillery	false
derpy_gg_service_desc_bound_ordnance_dwf	+45% research rate, for your faction, for 10 turns.||Costs 400 favour. Cooldown 15 turns. Needs rank 4, Longbeard. Only the faction that leads The Engineers' Guild may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_bound_ordnance_dwf	Guild Artillery	false
effect_bundles_localised_description_derpy_gg_svc_bound_ordnance_dwf	Bought from The Engineers' Guild with favour. +45% research rate, for your faction. Runs for 10 turns.	false
derpy_gg_service_name_hobgoblin_eyes_dwf	Ranger's Report	false
derpy_gg_service_desc_hobgoblin_eyes_dwf	The Rangers report what they have seen from the high passes. Reveals one region through the shroud, permanently.||Costs 50 favour. Cooldown 6 turns. Needs rank 2, Beardling.	false
derpy_gg_service_name_knife_in_dark_dwf	Ambush in the Passes	false
derpy_gg_service_desc_knife_in_dark_dwf	-32% hero recruitment cost, for every province you own, for 8 turns.||Costs 150 favour. Cooldown 10 turns. Needs rank 3, Oathsworn.	false
effect_bundles_localised_title_derpy_gg_svc_knife_in_dark_dwf	Ambush in the Passes	false
effect_bundles_localised_description_derpy_gg_svc_knife_in_dark_dwf	Bought from The Rangers with favour. -32% hero recruitment cost, for every province you own. Runs for 8 turns.	false
derpy_gg_service_name_khans_price_dwf	Cut Their Roads	false
derpy_gg_service_desc_khans_price_dwf	Inflicts +45% hero recruitment cost on a faction you are at war with, across their provinces, for 10 turns. You gain nothing directly - they simply pay more.||Costs 400 favour. Cooldown 18 turns. Needs rank 4, Longbeard. Only the faction that leads The Rangers may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_khans_price_dwf	Cut Their Roads	false
effect_bundles_localised_description_derpy_gg_svc_khans_price_dwf	Inflicted by The Rangers, bought with favour. +45% hero recruitment cost, across their provinces. Runs for 10 turns.	false
derpy_gg_service_name_lash_the_gangs_dwf	Double Shift	false
derpy_gg_service_desc_lash_the_gangs_dwf	-20% building construction cost, for every region you own, for 6 turns.||Costs 50 favour. Cooldown 6 turns. Needs rank 2, Beardling.	false
effect_bundles_localised_title_derpy_gg_svc_lash_the_gangs_dwf	Double Shift	false
effect_bundles_localised_description_derpy_gg_svc_lash_the_gangs_dwf	Bought from The Miners' Guild with favour. -20% building construction cost, for every region you own. Runs for 6 turns.	false
derpy_gg_service_name_raise_ziggurat_dwf	Delve Deeper	false
derpy_gg_service_desc_raise_ziggurat_dwf	The Miners' Guild works a double shift. Upgrades one of your buildings to its next level at once, and free.||Costs 150 favour. Cooldown 12 turns. Needs rank 3, Oathsworn.	false
derpy_gg_service_name_works_of_zharr_dwf	Works of Grungni	false
derpy_gg_service_desc_works_of_zharr_dwf	-45% building construction cost, for every region you own, for 12 turns.||Costs 400 favour. Cooldown 15 turns. Needs rank 4, Longbeard. Only the faction that leads The Miners' Guild may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_works_of_zharr_dwf	Works of Grungni	false
effect_bundles_localised_description_derpy_gg_svc_works_of_zharr_dwf	Bought from The Miners' Guild with favour. -45% building construction cost, for every region you own. Runs for 12 turns.	false
derpy_gg_service_name_coffle_drive_dwf	Settle the Account	false
derpy_gg_service_desc_coffle_drive_dwf	+20% income from sacking and razing, for every army, for 8 turns.||Costs 50 favour. Cooldown 8 turns. Needs rank 2, Beardling.	false
effect_bundles_localised_title_derpy_gg_svc_coffle_drive_dwf	Settle the Account	false
effect_bundles_localised_description_derpy_gg_svc_coffle_drive_dwf	Bought from The Grudge-Settlers with favour. +20% income from sacking and razing, for every army. Runs for 8 turns.	false
derpy_gg_service_name_slave_tithe_dwf	Weregild	false
derpy_gg_service_desc_slave_tithe_dwf	Oathgold paid to settle a grudge, and passed on to you. Adds 250 Oathgold.||Costs 150 favour. Cooldown 10 turns. Needs rank 3, Oathsworn.	false
derpy_gg_service_name_great_coffle_dwf	The Great Reckoning	false
derpy_gg_service_desc_great_coffle_dwf	+45% income from sacking and razing, for every army, for 12 turns.||Costs 400 favour. Cooldown 18 turns. Needs rank 4, Longbeard. Only the faction that leads The Grudge-Settlers may buy it.	false
effect_bundles_localised_title_derpy_gg_svc_great_coffle_dwf	The Great Reckoning	false
effect_bundles_localised_description_derpy_gg_svc_great_coffle_dwf	Bought from The Grudge-Settlers with favour. +45% income from sacking and razing, for every army. Runs for 12 turns.	false
derpy_gg_panel_title_dwf	The Great Guilds	false
derpy_gg_favour_dwf	Favour	false
derpy_gg_reputation_dwf	Reputation	false
derpy_gg_you_dwf	You	false
derpy_gg_earned_now_dwf	Reputation this turn:	false
derpy_gg_earned_last_dwf	Last turn:	false
derpy_gg_earned_none_dwf	none	false
derpy_gg_earned_more_dwf	and more	false
derpy_gg_earned_held_dwf	over this turn's limit, not paid	false
derpy_gg_earned_limit_dwf	The most this guild pays you in one turn:	false
derpy_gg_earned_no_limit_dwf	This guild has no limit per turn.	false
derpy_gg_earned_help_dwf	Bounties and paid demands always pay in full.	false
derpy_gg_src_income_dwf	income	false
derpy_gg_src_battles_dwf	battles	false
derpy_gg_src_research_dwf	research	false
derpy_gg_src_agents_dwf	hero actions	false
derpy_gg_src_buildings_dwf	buildings	false
derpy_gg_src_settlements_dwf	settlements taken	false
derpy_gg_src_missions_dwf	missions	false
derpy_gg_src_bounties_dwf	bounties	false
derpy_gg_src_demands_dwf	demands paid	false
derpy_gg_src_other_dwf	other	false
derpy_gg_src_withheld_dwf	Over the limit, not paid:	false
derpy_gg_standing_help_dwf	REPUTATION sets your rank, and it can fall. FAVOUR is earned alongside it and is what you spend - spending it never costs you rank.||Stranger 0 / Beardling 100 / Oathsworn 300 / Longbeard 700 / Elder 1500||Help tab: the full rules.	false
derpy_gg_cost_label_dwf	Favour cost	false
derpy_gg_tab_guilds_dwf	Guilds	false
derpy_gg_tab_stand_dwf	Leaderboard	false
derpy_gg_tab_bounty_dwf	Bounties	false
derpy_gg_tab_help_dwf	Help	false
derpy_gg_tab_log_dwf	Log	false
derpy_gg_hdr_log_dwf	What has happened, newest first.	false
derpy_gg_log_help_dwf	Every rank you gain or lose, every service you buy, every service your rivals buy or use against you, and every guild lead that changes hands. The most recent entries are kept.	false
derpy_gg_log_empty_dwf	Nothing yet. Ranks gained and lost, services bought and leads changing hands are recorded here.	false
derpy_gg_log_turn_dwf	Turn	false
derpy_gg_log_rose_dwf	you rose to	false
derpy_gg_log_fell_dwf	you fell to	false
derpy_gg_log_bought_dwf	you bought	false
derpy_gg_log_ai_bought_dwf	bought	false
derpy_gg_log_hit_dwf	was used against you by	false
derpy_gg_log_lead_won_dwf	you took the lead	false
derpy_gg_log_lead_lost_dwf	you lost the lead to	false
derpy_gg_log_from_dwf	from	false
derpy_gg_take_dwf	Take	false
derpy_gg_bounty_none_dwf	No bounty on offer	false
derpy_gg_bounty_taken_dwf	Taken	false
derpy_gg_bounty_pays_dwf	Pays	false
derpy_gg_bounty_turns_dwf	turns left	false
derpy_gg_bounty_lord_dwf	Their general	false
derpy_gg_leader_dwf	Leader	false
derpy_gg_nobody_dwf	Nobody yet	false
derpy_gg_hdr_stand_dwf	Hover a row for the full table.	false
derpy_gg_hdr_bounty_dwf	Three offers, drawn from every guild.	false
derpy_gg_hdr_help_dwf	How the Great Guilds work.	false
derpy_gg_rival_dwf	Rival:	false
derpy_gg_bounty_routine_dwf	Routine	false
derpy_gg_bounty_hard_dwf	Hard	false
derpy_gg_bounty_grim_dwf	Grim	false
derpy_gg_cost_base_dwf	base	false
derpy_gg_cost_loyal_dwf	The guild knows you, and charges less.	false
derpy_gg_cost_rival_dwf	You wear their rival's mark, and they charge for it.	false
derpy_gg_needs_target_dwf	Select an enemy character on the campaign map first - this service is aimed at their faction.	false
derpy_gg_needs_target_short_dwf	Pick a target	false
derpy_gg_needs_army_dwf	Select one of your own armies on the campaign map first - the regiment joins whoever is selected.	false
derpy_gg_needs_region_any_dwf	Select a settlement on the campaign map first - its region is what gets revealed.	false
derpy_gg_needs_region_own_dwf	Select one of your OWN settlements on the campaign map first, with a building that still has somewhere to go.	false
derpy_gg_needs_research_dwf	Start researching something first - this finishes whatever technology you have queued in the tech tree.	false
derpy_gg_no_unit_dwf	This guild keeps no regiment your people would muster. Their other services are open to you.	false
derpy_gg_per_turn_dwf	/turn	false
derpy_gg_upkeep_on_dwf	Upkeep, taken every turn:	false
derpy_gg_upkeep_soon_dwf	An upkeep begins on turn	false
derpy_gg_upkeep_help_dwf	Reputation has to be held, not just won. Every guild you have reputation with charges a little back each turn, and the higher your rank the more it costs to sit on - so a guild you stop feeding slides back down the ladder, and its bonus goes with it.	false
derpy_gg_table_head_dwf	Reputation with this guild:	false
derpy_gg_more_dwf	more	false
derpy_gg_unranked_dwf	no reputation yet	false
derpy_gg_buy_dwf	Buy	false
derpy_gg_prev_dwf	<	false
derpy_gg_next_dwf	>	false
derpy_gg_tab_court_dwf	Court	false
derpy_gg_hdr_court_dwf	Demands, patronage and who leads.	false
derpy_gg_needs_lead_dwf	Foremost only	false
derpy_gg_lead_you_dwf	You lead them	false
derpy_gg_lead_by_dwf	Led by	false
derpy_gg_lead_title_dwf	Foremost	false
derpy_gg_lead_hint_dwf	Only the faction holding the most reputation with this guild may buy this. Out-earn whoever holds it.	false
derpy_gg_patron_none_dwf	No patron appointed	false
derpy_gg_patron_appoint_dwf	Appoint	false
derpy_gg_patron_dismiss_dwf	Dismiss	false
derpy_gg_patron_of_dwf	Patron	false
derpy_gg_patron_needs_char_dwf	Select one of your own lords on the campaign map, then press Appoint.	false
derpy_gg_patron_elsewhere_dwf	Your patron already serves another guild. Appointing here moves them.	false
derpy_gg_demand_none_dwf	No demand stands against you	false
derpy_gg_demand_pay_dwf	Pay	false
derpy_gg_demand_owed_dwf	They want	false
derpy_gg_demand_due_dwf	turns to pay	false
derpy_gg_demand_short_dwf	You cannot pay this yet	false
derpy_gg_demand_gold_dwf	gold	false
derpy_gg_demand_favour_dwf	favour	false
derpy_gg_needs_dwf	Needs	false
derpy_gg_opener_ready_dwf	Ready to buy:	false
derpy_gg_opener_none_dwf	Nothing needs you right now.	false
derpy_gg_opener_bounties_dwf	Bounties to take:	false
derpy_gg_opener_demand_dwf	A demand you can pay now:	false
derpy_gg_opener_click_dwf	Click to open.	false
derpy_gg_pager_end_dwf	Nothing further this way.	false
derpy_gg_pager_page_next_dwf	Next page	false
derpy_gg_pager_page_prev_dwf	Previous page	false
derpy_gg_ready_dwf	ready to buy	false
derpy_gg_confirm_dwf	Confirm	false
derpy_gg_confirm_tip_dwf	This spends half or more of your favour with this guild, or is aimed at another faction. Press Confirm to go ahead.	false
derpy_gg_open_guild_dwf	Click to see this guild's services.	false
derpy_gg_pick_button_dwf	Select	false
derpy_gg_pick_help_dwf	Press Select to move this panel aside while you choose on the map.	false
derpy_gg_pick_cancel_dwf	Press Escape or Cancel to go back.	false
derpy_gg_cancel_dwf	Cancel	false
derpy_gg_map_tip_dwf	Click the card to see the target on the map.	false
derpy_gg_frow_map_dwf	Click to see their capital on the map.	false
derpy_gg_lf_all_dwf	All	false
derpy_gg_lf_mine_dwf	Yours	false
derpy_gg_lf_rivals_dwf	Rivals	false
derpy_gg_lf_ranks_dwf	Ranks	false
derpy_gg_log_empty_filter_dwf	Nothing of this kind yet. Press All to see every entry.	false
derpy_gg_demand_name_renounce_dwf	Renunciation	false
derpy_gg_demand_desc_renounce_dwf	The guild wants you to burn what you have built with its rival. The favour goes; the reputation stays.	false
derpy_gg_demand_name_tribute_dwf	Tribute	false
derpy_gg_demand_desc_tribute_dwf	The guild wants gold, and it wants it now.	false
derpy_gg_help_t1_dwf	The Guilds	false
derpy_gg_help_p1_dwf	#Two numbers, per guild||-REPUTATION is earned by playing and is never spent. It alone sets your rank.||-It can also fall: to a rival you have been feeding, to a demand you let expire, to a bounty you took and did not finish, and to the upkeep every guild charges to keep you on its books.||-FAVOUR is earned alongside it and is the currency services are bought with. Spending it never costs you rank, so there is no reason to hoard it.||#The five ranks||-Stranger 0 / Beardling 100 / Oathsworn 300 / Longbeard 700 / Elder 1500||-Each rank gives a bonus that lasts exactly as long as the rank does. The Guilds tab names the one you hold.||#Services||-Each guild sells three, each opened by a rank and paid for in favour. Each has a cooldown.||-The price moves with your reputation: a guild that knows you charges less, one whose rival you have been courting charges more.	false
derpy_gg_help_t2_dwf	Earning	false
derpy_gg_help_p2_dwf	#What each guild pays for||-The Merchant Clans: your income, every turn||-The Hammerers: battles won, doubled when outnumbered||-The Engineers' Guild: technologies completed||-The Rangers: successful hero actions||-The Miners' Guild: settlements growing a level, and buildings no other guild claims||-The Grudge-Settlers: settlements sacked, more when razed||-A finished BUILDING pays its own guild - a forge the Engineers' Guild, a dock the Merchant Clans, a barracks the Hammerers. Higher levels pay more, and its card names the guild.||#Every guild at once||-Every completed MISSION raises your reputation with all six guilds.||#Rivalry||-Merchant Clans and Rangers / Hammerers and Engineers' Guild / Miners' Guild and Grudge-Settlers||-Earning with one takes reputation from its rival once you reach Beardling there - never a rank.||#A limit each turn||-Most guilds pay only so much each turn. The Guilds tab shows what each paid.	false
derpy_gg_help_t3_dwf	Bounties	false
derpy_gg_help_p3_dwf	#The board||-Three offers at a time, drawn from every guild. Taking one turns it into a real mission.||-Finish it and that guild pays gold and a large amount of reputation - far more than an ordinary mission.||-Leave it alone, or hand it back, and nothing is lost but the offer.||-Take it and FAIL it and that guild takes back what finishing it would have paid. Declining work is free; promising it and not delivering is not.||#The price is the target||-A defended provincial capital is worth several times a ruined border town.||-A veteran faction leader several times a fresh general.||-Every offer is rated Routine, Hard or Grim, which is the guild saying why the number is what it is.||#Two rules about the price||-An offer you have NOT taken re-prices as the world moves.||-One you HAVE taken keeps the price you agreed.	false
derpy_gg_help_t4_dwf	The Court	false
