effect_bundle_key	effect_key	effect_scope	value	advancement_stage
derpy_gg_svc_great_coffle_cth	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
derpy_gg_rank_brass_2_ksl	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	3	start_turn_completed
derpy_gg_rank_brass_3_ksl	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6	start_turn_completed
derpy_gg_rank_brass_4_ksl	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_brass_5_ksl	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	15	start_turn_completed
derpy_gg_lead_brass_ksl	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_immortals_2_ksl	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	3	start_turn_completed
derpy_gg_rank_immortals_3_ksl	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6	start_turn_completed
derpy_gg_rank_immortals_3_ksl	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	1	start_turn_completed
derpy_gg_rank_immortals_4_ksl	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_immortals_4_ksl	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	2	start_turn_completed
derpy_gg_rank_immortals_5_ksl	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15	start_turn_completed
derpy_gg_rank_immortals_5_ksl	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	3	start_turn_completed
derpy_gg_lead_immortals_ksl	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_2_ksl	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_daemonsmiths_3_ksl	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_daemonsmiths_4_ksl	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_5_ksl	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_daemonsmiths_ksl	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_khanate_2_ksl	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-3	start_turn_completed
derpy_gg_rank_khanate_3_ksl	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-6	start_turn_completed
derpy_gg_rank_khanate_4_ksl	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_khanate_5_ksl	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-15	start_turn_completed
derpy_gg_lead_khanate_ksl	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_overseers_2_ksl	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-3	start_turn_completed
derpy_gg_rank_overseers_3_ksl	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-6	start_turn_completed
derpy_gg_rank_overseers_4_ksl	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5_ksl	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers_ksl	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2_ksl	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3_ksl	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4_ksl	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5_ksl	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers_ksl	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly_ksl	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger_ksl	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft_ksl	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy_ksl	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite_ksl	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance_ksl	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark_ksl	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price_ksl	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs_ksl	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr_ksl	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive_ksl	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_great_coffle_ksl	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
derpy_gg_rank_brass_2_def	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	3	start_turn_completed
derpy_gg_rank_brass_3_def	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6	start_turn_completed
derpy_gg_rank_brass_4_def	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_brass_5_def	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	15	start_turn_completed
derpy_gg_lead_brass_def	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_immortals_2_def	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	3	start_turn_completed
derpy_gg_rank_immortals_3_def	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6	start_turn_completed
derpy_gg_rank_immortals_3_def	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	1	start_turn_completed
derpy_gg_rank_immortals_4_def	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_immortals_4_def	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	2	start_turn_completed
derpy_gg_rank_immortals_5_def	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15	start_turn_completed
derpy_gg_rank_immortals_5_def	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	3	start_turn_completed
derpy_gg_lead_immortals_def	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_2_def	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_daemonsmiths_3_def	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_daemonsmiths_4_def	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_5_def	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_daemonsmiths_def	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_khanate_2_def	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-3	start_turn_completed
derpy_gg_rank_khanate_3_def	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-6	start_turn_completed
derpy_gg_rank_khanate_4_def	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_khanate_5_def	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-15	start_turn_completed
derpy_gg_lead_khanate_def	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_overseers_2_def	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-3	start_turn_completed
derpy_gg_rank_overseers_3_def	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-6	start_turn_completed
derpy_gg_rank_overseers_4_def	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5_def	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers_def	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2_def	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3_def	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4_def	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5_def	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers_def	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly_def	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger_def	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft_def	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy_def	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite_def	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance_def	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark_def	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price_def	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs_def	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr_def	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive_def	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_great_coffle_def	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
derpy_gg_rank_brass_2_hef	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	3	start_turn_completed
derpy_gg_rank_brass_3_hef	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6	start_turn_completed
derpy_gg_rank_brass_4_hef	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_brass_5_hef	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	15	start_turn_completed
derpy_gg_lead_brass_hef	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_immortals_2_hef	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	3	start_turn_completed
derpy_gg_rank_immortals_3_hef	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6	start_turn_completed
derpy_gg_rank_immortals_3_hef	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	1	start_turn_completed
derpy_gg_rank_immortals_4_hef	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_immortals_4_hef	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	2	start_turn_completed
derpy_gg_rank_immortals_5_hef	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15	start_turn_completed
derpy_gg_rank_immortals_5_hef	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	3	start_turn_completed
derpy_gg_lead_immortals_hef	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_2_hef	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_daemonsmiths_3_hef	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_daemonsmiths_4_hef	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_5_hef	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_daemonsmiths_hef	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_khanate_2_hef	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-3	start_turn_completed
derpy_gg_rank_khanate_3_hef	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-6	start_turn_completed
derpy_gg_rank_khanate_4_hef	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_khanate_5_hef	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-15	start_turn_completed
derpy_gg_lead_khanate_hef	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_overseers_2_hef	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-3	start_turn_completed
derpy_gg_rank_overseers_3_hef	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-6	start_turn_completed
derpy_gg_rank_overseers_4_hef	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5_hef	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers_hef	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2_hef	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3_hef	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4_hef	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5_hef	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers_hef	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly_hef	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger_hef	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft_hef	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy_hef	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite_hef	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance_hef	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark_hef	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price_hef	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs_hef	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr_hef	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive_hef	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_great_coffle_hef	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
derpy_gg_rank_brass_2_gen	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	3	start_turn_completed
derpy_gg_rank_brass_3_gen	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	6	start_turn_completed
derpy_gg_rank_brass_4_gen	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_brass_5_gen	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	15	start_turn_completed
derpy_gg_lead_brass_gen	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	10	start_turn_completed
derpy_gg_rank_immortals_2_gen	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	3	start_turn_completed
derpy_gg_rank_immortals_3_gen	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	6	start_turn_completed
derpy_gg_rank_immortals_3_gen	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	1	start_turn_completed
derpy_gg_rank_immortals_4_gen	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_immortals_4_gen	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	2	start_turn_completed
derpy_gg_rank_immortals_5_gen	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15	start_turn_completed
derpy_gg_rank_immortals_5_gen	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own	3	start_turn_completed
derpy_gg_lead_immortals_gen	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_2_gen	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_daemonsmiths_3_gen	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_daemonsmiths_4_gen	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_daemonsmiths_5_gen	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_daemonsmiths_gen	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_khanate_2_gen	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-3	start_turn_completed
derpy_gg_rank_khanate_3_gen	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-6	start_turn_completed
derpy_gg_rank_khanate_4_gen	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_khanate_5_gen	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-15	start_turn_completed
derpy_gg_lead_khanate_gen	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-10	start_turn_completed
derpy_gg_rank_overseers_2_gen	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-3	start_turn_completed
derpy_gg_rank_overseers_3_gen	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-6	start_turn_completed
derpy_gg_rank_overseers_4_gen	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_overseers_5_gen	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-15	start_turn_completed
derpy_gg_lead_overseers_gen	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-10	start_turn_completed
derpy_gg_rank_slavers_2_gen	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	3	start_turn_completed
derpy_gg_rank_slavers_3_gen	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	6	start_turn_completed
derpy_gg_rank_slavers_4_gen	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_rank_slavers_5_gen	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	15	start_turn_completed
derpy_gg_lead_slavers_gen	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	10	start_turn_completed
derpy_gg_svc_writ_monopoly_gen	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	32	start_turn_completed
derpy_gg_svc_long_ledger_gen	wh_main_effect_economy_gdp_mod_all	faction_to_region_own	45	start_turn_completed
derpy_gg_svc_oathbound_draft_gen	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20	start_turn_completed
derpy_gg_svc_astragoths_levy_gen	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	45	start_turn_completed
derpy_gg_svc_forge_rite_gen	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_bound_ordnance_gen	wh_main_effect_technology_research_rate_mod	faction_to_faction_own	45	start_turn_completed
derpy_gg_svc_knife_in_dark_gen	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	-32	start_turn_completed
derpy_gg_svc_khans_price_gen	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own	45	start_turn_completed
derpy_gg_svc_lash_the_gangs_gen	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-20	start_turn_completed
derpy_gg_svc_works_of_zharr_gen	wh2_dlc11_effect_building_construction_cost_mod_all_settlement	faction_to_region_own	-45	start_turn_completed
derpy_gg_svc_coffle_drive_gen	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	20	start_turn_completed
derpy_gg_svc_great_coffle_gen	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own	45	start_turn_completed
